Centroid_avg_z,Centroid_max_z,Centroid_min_z,ClusterID
0.12852084181281595,-0.47065985916839215,0.0,0
-0.6231718400535486,-0.4706598591683739,0.0,1
0.15741324272204257,0.43655975481480086,0.0,2
-0.0909399647706606,20.81058465612153,0.0,3
-0.6895620259116484,4.068402999738097,0.0,4
1.2756314992229476,0.4431884849862518,0.0,5
0.12439299177104017,-0.47065985916837955,0.0,6
-0.9031259517588083,0.4824928879260133,0.0,7
-1.143697742170645,-0.4706598591683547,0.0,8
1.2443216021063428,-0.47065985916835723,0.0,9
