ClusterID,Centroid_z_score
0,0.3996663775030142
1,0.47184390100333334
2,0.5686357816255739
3,-1.0446062063352246
4,0.28733201160078825
5,-1.645676078150943
6,-0.291403102910757
7,0.03486729791104487
8,-1.546421094204129
9,-0.6823873841756543
10,-2.1425125127981492
11,-1.412188959864847
12,0.7660654962010184
13,-1.8020398799470374
14,0.1869589531192759
