Centroid_avg_z,Centroid_max_z,Centroid_min_z,ClusterID
0.12852084181281595,-0.47065985916839215,0.0,0
-0.6231718400535486,-0.4706598591683739,0.0,1
0.15637028588045057,0.40635658213987463,0.0,2
-0.3450896040060775,15.01348230374738,0.0,3
1.2394302957350265,1.2339579889107875,0.0,4
1.2599022025939157,0.26998670168855565,0.0,5
0.12439299177104017,-0.47065985916837955,0.0,6
-0.8247387888173614,2.9445437270053434,0.0,7
-1.1784035937142237,-0.4706598591683841,0.0,8
1.2469444091973418,-0.47065985916839226,0.0,9
-1.043450043462415,-0.47065985916838704,0.0,10
1.2441684759305662,-0.4706598591683602,0.0,11
-1.101598475509146,0.4132393286855851,0.0,12
1.2448858035261594,-0.4706598591683926,0.0,13
1.2441684759305662,-0.4706598591683602,0.0,14
-0.6119086101208336,0.4163681753682514,0.0,15
1.2441684759305662,-0.4706598591683602,0.0,16
3.056332838516463,0.9365686064598282,0.0,17
-1.2378892166274542,-0.47065985916839276,0.0,18
1.2441684759305662,-0.4706598591683602,0.0,19
