ClusterID,Centroid_z_score,Centroid_avg_rating
0,-0.177856495827421,3.701587188844081
1,0.2602986821054824,4.304072854076408
2,0.4603204554526638,4.5791129705587945
3,-0.6867814639249609,3.001789461006796
4,-1.0508189664574603,2.5012193709361163
5,0.7644801420361986,4.997348016810374
6,-2.141004345193863,1.0021590009702503
7,0.03960421601372,4.000606733137971
8,-0.3680798250862309,3.440020431578114
9,-1.4439858480436678,1.9605949024149207
