Centroid_avg_z,Centroid_max_z,Centroid_min_z,ClusterID
0.12702350896880044,-0.4706598591683921,0.0,0
-0.6231718400535486,-0.4706598591683739,0.0,1
0.20160016957110308,1.0916042691986962,0.0,2
1.307876212188792,1.2104425781519637,0.0,3
3.056332838516463,0.9365686064598282,0.0,4
1.2715624442341142,0.26998670168856614,0.0,5
0.12497384608687748,-0.4706598591683925,0.0,6
-0.8528589541109696,2.4158997505290785,0.0,7
-1.1784989297175188,-0.47065985916838415,0.0,8
1.2441684759305662,-0.4706598591683602,0.0,9
-1.0425686963907808,-0.4706598591683926,0.0,10
1.2441684759305662,-0.4706598591683602,0.0,11
-1.1791635902165014,0.26998670168856614,0.0,12
1.2441684759305662,-0.4706598591683602,0.0,13
1.2441684759305662,-0.4706598591683602,0.0,14
-1.0282343149758535,0.26998670168856614,0.0,15
1.2441684759305662,-0.4706598591683602,0.0,16
1.2933737530567675,0.26998670168856614,0.0,17
-1.2378892166274542,-0.47065985916839276,0.0,18
1.2441684759305662,-0.4706598591683602,0.0,19
1.2577014428378686,0.26998670168856614,0.0,20
0.12429162264717497,-0.47065985916838593,0.0,21
1.2441684759305662,-0.4706598591683602,0.0,22
1.2441684759305662,-0.4706598591683602,0.0,23
1.3432020847921755,0.26998670168856614,0.0,24
1.2455218757752466,-0.4706598591683925,0.0,25
1.2479634219412878,0.2699867016885645,0.0,26
-1.0658235787534267,-0.4706598591683927,0.0,27
0.12429162264717497,-0.47065985916838593,0.0,28
0.12727819021760936,0.27924478369927813,0.0,29
1.2479826027655403,-0.4706598591683917,0.0,30
1.2441684759305662,-0.4706598591683602,0.0,31
1.2441684759305662,-0.4706598591683602,0.0,32
0.2070654245823095,0.26998670168856614,0.0,33
0.14478793239821197,0.26998670168856614,0.0,34
1.2441684759305662,-0.4706598591683602,0.0,35
0.16670602835505113,0.26998670168856614,0.0,36
1.2446270659605925,-0.4706598591683924,0.0,37
1.2441684759305662,-0.4706598591683602,0.0,38
-1.0142800446888671,-0.4706598591683927,0.0,39
-0.7175140704951477,6.791791140345664,0.0,40
0.12429162264717497,-0.47065985916838593,0.0,41
1.2441684759305662,-0.4706598591683602,0.0,42
1.2441684759305662,-0.4706598591683602,0.0,43
-0.614841280236144,0.26998670168856614,0.0,44
-0.8857158126166386,1.010633262545525,0.0,45
-0.0909399647706606,20.81058465612153,0.0,46
0.1294631745461017,0.26998670168856614,0.0,47
0.13160613362582485,-0.47065985916839176,0.0,48
1.2441684759305662,-0.4706598591683602,0.0,49
